1003|1|10545
1003|1|10546
1003|1|10547
1003|1|10548
1003|1|10549
1003|1|10550
1003|1|10551
1003|1|10552
1003|1|10553
1003|1|10554
1003|1|10555
1003|1|10556
1003|1|10557
1003|1|10558
1003|1|10559
1003|1|10560
1003|1|10561
1003|1|10562
1003|1|10563
1003|1|10564
1003|1|10565
1003|1|10566
1003|1|10567
1003|1|10568
1003|1|10569
1003|1|10570
1003|1|10571
1003|1|10572
1003|1|10573
1003|1|10574
1003|1|10575
1003|1|10576
1003|1|10577
1003|1|10578
1003|1|10579
1003|1|10580
1003|1|10581
1003|1|10582
1003|1|10583
1003|1|10584
1003|1|10585
1003|1|10586
1003|1|10587
1003|1|10588
1003|1|10589
1003|1|10590
1003|1|10591
1003|1|10592
1003|1|10593
1003|1|10594
1003|1|10595
1003|1|10596
1003|1|10597
1003|1|10598
1003|1|10599
1003|1|10600
1003|1|10601
1003|1|10602
1003|1|10603
1003|1|10604
1003|1|10605
1003|1|10606
1003|1|10607
1003|1|10608
1003|1|10609
1003|1|10610
1003|1|10611
1003|1|10612
1003|1|10613
1003|1|10614
1003|1|10615
1003|1|10616
1003|1|10617
1003|1|10618
1003|1|10619
1003|1|10620
1003|1|10621
1003|1|10622
1003|1|10623
1003|1|10624
1003|1|10625
1003|1|10626
1003|1|10627
1003|1|10628
1003|1|10629
1003|1|10630
1003|1|10631
1003|1|10632
1003|1|10633
1003|1|10634
1003|1|10635
1003|1|10636
1003|1|10637
1003|1|10638
1003|1|10639
1003|1|10640
1003|1|10641
1003|1|10642
1003|1|10643
1003|1|10644
1003|1|10645
1003|1|10646
1003|1|10647
1003|1|10648
1003|1|10649
1003|1|10650
1003|1|10651
1003|1|10652
1003|1|10653
1003|1|10654
1003|1|10655
1003|1|10656
1003|1|10657
1003|1|10658
1003|1|10659
1003|1|10660
1003|1|10661
1003|1|10662
1003|1|10663
1003|1|10664
1003|1|10665
1003|1|10666
1003|1|10667
1003|1|10668
1003|1|10669
1003|1|10670
1003|1|10671
1003|1|10672
1003|1|10673
1003|1|10674
1003|1|10675
1003|1|10676
1003|1|10677
1003|1|10678
1003|1|10679
1003|1|10680
1003|1|10681
1003|1|10682
1003|1|10683
1003|1|10684
1003|1|10685
1003|1|10686
1003|1|10687
1003|1|10688
1003|1|10689
1003|1|10690
1003|1|10691
1003|1|10692
1003|1|10693
1003|1|10694
1003|1|10695
